playerAggression,distance,pastNemStates,pastNemStatesENC,nemInput,curReward
-1,214369.0,Idle,0
-1,214369.0,Burst,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Dash,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,214369.0,Run,0
-1,212446.03125,Run,0
-1,211646.34375,Run,0
-1,210925.9375,Run,0
-1,210284.78125,Run,0
-1,209722.890625,Run,0
-1,209240.25,Run,0
-1,208836.8125,Run,0
-1,208512.640625,Run,0
-1,208267.6875,Run,0
-1,208101.9375,Run,0
-1,208015.4375,Run,0
-1,207556.421875,Run,0
1,206938.90625,Run,0
1,206321.40625,Run,0
1,207412.875,Run,0
1,208484.28125,Run,0
1,209535.625,Run,0
-2,210566.90625,Run,0
-2,209909.296875,Run,0
-2,209251.6875,Run,0
-2,208594.0625,Run,0
-2,207936.453125,Run,0
-2,207278.84375,Run,0
-2,206621.21875,Run,0
-2,205963.625,Run,0
-2,205306.0,Run,0
-2,206217.0625,Run,0
-2,207128.0,Run,0
-2,208018.90625,Dash,0
-2,208889.75,Run,0
-2,208585.78125,Burst,0
-2,208229.4375,Run,0
-2,207819.890625,Jump,0
-2,207357.5625,Run,0
-2,206842.46875,Jump,0
-2,206274.609375,Run,0
-2,205654.25,Burst,-1
1,203633.390625,Dash,-1
1,201612.53125,Run,-1
-1,200886.3125,Jump,-1
-1,198839.0625,Run,-1
-1,196791.8125,Run,-1
1,196791.8125,Run,-1
-2,196791.8125,Run,-1
-2,194782.0,Run,-1
-2,192792.25,Dash,-1
-2,190822.5625,Dash,-1
-2,188872.9375,Run,-1
-2,186943.34375,Run,-1
1,185033.8125,Run,-1
1,185487.71875,Dash,-1
1,185921.5625,Run,-1
1,186335.34375,Run,-1
1,186729.078125,Run,-1
2,187102.75,Run,-1
2,185553.90625,Run,-1
2,184065.09375,Run,-1
2,182635.4375,Run,-1
2,181269.390625,Run,-1
-1,179978.9375,Run,-1
-1,174925.6875,Run,-1
-1,170105.640625,Run,-1
-1,165513.296875,Run,-1
-1,161121.0,Run,-1
-1,156922.34375,Run,-1
-1,152911.3125,Run,-1
-1,149901.671875,Jump,-1
-1,147043.765625,Run,-1
-1,144334.8125,Run,-1
-1,142652.234375,Run,-1
-1,141122.03125,Run,-1
-1,137863.984375,Run,-1
-1,134754.296875,Run,-1
-1,131789.046875,Run,-1
-1,127325.8125,Jump,-1
-1,123065.8828125,Run,-1
-1,119002.8359375,Jump,-1
-1,115129.109375,Run,-1
-1,111437.4921875,Run,-1
-1,107921.171875,Run,-1
-1,104573.671875,Run,-1
-1,102204.8125,Run,-1
-1,99986.453125,Run,-1
-1,96658.375,Run,-1
-1,93476.2421875,Run,-1
-1,90437.5625,Run,-1
-1,88481.125,Run,-1
-1,86658.9375,Jump,-1
-1,84969.078125,Run,-1
2,82200.5390625,Run,-1
2,80338.6796875,Run,-1
1,79525.859375,Run,-1
1,79723.828125,Run,-1
3,80008.78125,Run,-1
3,81521.1796875,Run,-1
3,83052.0390625,Run,-1
3,84618.875,Run,-1
3,86359.8203125,Run,-1
3,88491.921875,Run,-1
3,90950.890625,Run,-1
3,93585.1875,Burst,-1
3,96309.28125,Melee,0
-3,98261.484375,Melee,0
-3,100213.6875,Melee,0
-3,102165.890625,Melee,0
-3,104118.1015625,Melee,0
-1,106070.3046875,Melee,0
-1,106865.40625,Melee,0
-1,107713.78125,Run,0
-1,108615.421875,Run,0
-1,109570.34375,Run,0
-1,110578.5234375,Run,0
1,111639.96875,Run,0
1,112012.8515625,Run,0
1,111697.171875,Run,0
1,111434.765625,Run,0
1,111225.625,Run,0
1,111069.75,Run,0
1,110967.140625,Run,0
0,111323.0,Run,1
0,111678.859375,Run,1
0,112034.71875,Run,1
0,112390.578125,Run,1
0,112746.4375,Run,1
0,113102.296875,Run,1
0,113458.1484375,Run,1
1,113376.921875,Run,1
1,112497.859375,Run,1
1,111672.0546875,Jump,1
1,110899.5234375,Run,1
1,110180.265625,Run,1
1,109514.265625,Run,1
1,108901.546875,Run,1
5,108897.2890625,Run,1
5,109167.5,Run,0
5,108455.953125,Run,0
5,107744.390625,Run,0
5,107032.84375,Run,0
5,106321.28125,Run,0
5,105609.734375,Run,0
5,104898.171875,Run,0
5,104186.625,Run,0
5,103977.9140625,Run,0
5,104728.140625,Run,0
-1,105476.9375,Run,0
-1,106937.546875,Run,0
-1,108312.84375,Run,0
-1,109598.09375,Run,0
-1,111228.7265625,Jump,0
-1,113065.28125,Run,0
-1,115070.015625,Run,0
-1,117228.40625,Run,0
-1,119534.484375,Run,0
-1,121986.28125,Run,0
-1,124584.1015625,Run,0
-1,127329.640625,Jump,0
-1,130225.640625,Run,0
-1,133275.59375,Run,0
-1,136483.65625,Jump,0
1,139854.5625,Run,0
1,142573.65625,Run,0
1,145451.34375,Run,0
1,147658.6875,Run,0
1,149958.875,Run,0
1,152353.625,Run,0
1,154733.46875,Jump,0
1,157086.515625,Run,0
1,159447.28125,Jump,0
1,161872.578125,Jump,0
1,164415.328125,Burst,0
0,166066.34375,Melee,1
0,166121.828125,Burst,1
0,166177.296875,Melee,1
0,166232.78125,Melee,1
0,166288.25,Melee,1
-1,166343.734375,Melee,1
1,165947.53125,Run,1
1,164665.09375,Run,1
1,163457.8125,Run,1
1,162325.75,Run,1
1,161268.875,Run,1
-1,160287.1875,Run,1
-1,161077.765625,Run,1
-1,161943.53125,Melee,1
-1,162884.515625,Melee,1
-1,163900.6875,Jump,1
5,164992.03125,Run,1
5,164992.03125,Run,0
5,164471.21875,Run,0
5,163950.390625,Run,0
5,163429.578125,Run,0
5,162908.75,Run,0
5,162387.9375,Run,0
5,161867.125,Run,0
5,161346.3125,Run,0
5,161305.5,Run,0
5,161931.28125,Run,0
1,162586.46875,Run,0
1,163355.46875,Run,0
1,164241.078125,Run,0
1,165247.25,Run,0
1,166379.0,Run,0
1,167641.203125,Run,0
1,169038.875,Run,1
1,170577.0625,Run,1
1,172305.8125,Run,1
1,172438.90625,Run,1
-1,172726.3125,Run,1
1,173176.09375,Run,1
1,172980.734375,Run,1
1,172249.59375,Run,1
0,173567.5,Run,2
0,174877.96875,Run,2
0,175028.40625,Run,2
0,175875.9375,Run,2
0,177099.46875,Run,2
0,178589.46875,Run,2
0,180327.859375,Run,3
1,181718.46875,Run,3
1,181817.65625,Run,3
1,181843.5,Jump,3
1,181748.0,Run,3
1,181359.46875,Run,3
1,181025.0625,Run,3
1,180820.78125,Run,3
8,180776.375,Run,3
8,180908.515625,Melee,3
8,181228.9375,Melee,2
8,180504.0625,Melee,2
8,179871.3125,Melee,2
8,179331.0,Burst,2
8,178828.765625,Burst,2
8,178338.40625,Melee,2
8,177938.6875,Melee,2
8,177629.578125,Melee,2
8,177787.125,Melee,2
8,176922.875,Melee,2
8,176922.875,Melee,2
8,176922.875,Melee,2
8,176922.875,Melee,2
8,176922.875,Melee,2
8,176922.875,Melee,2
8,176058.65625,Melee,2
8,175194.421875,Melee,2
8,174328.078125,Melee,2
8,173466.484375,Melee,2
8,172602.25,Run,2
8,171738.03125,Run,2
8,172602.25,Run,1
8,173466.484375,Run,1
8,174330.71875,Run,1
8,175193.71875,Run,1
8,176059.4375,Run,1
8,176923.625,Dash,1
8,177787.84375,Burst,1
8,177787.84375,Burst,1
8,177787.84375,Burst,1
1,177787.84375,Burst,1
1,177787.84375,Run,1
1,176923.625,Run,1
1,176059.40625,Run,1
1,175195.171875,Dash,1
-2,174330.9375,Run,1
-2,173466.71875,Run,1
-1,172602.484375,Jump,1
-1,172602.484375,Run,1
1,172602.484375,Run,1
-1,170698.171875,Run,1
-1,170092.109375,Run,1
-1,169657.84375,Dash,1
-1,169396.1875,Run,1
1,167192.9375,Run,1
1,164989.71875,Run,1
1,162013.3125,Melee,1
8,159089.6875,Melee,1
8,156218.828125,Melee,1
8,153400.765625,Melee,0
8,150635.46875,Run,0
8,147922.953125,Dash,0
8,146492.890625,Dash,0
8,145010.046875,Dash,0
8,143474.4375,Dash,0
8,141885.484375,Dash,0
8,140244.859375,Dash,0
8,141668.0,Dash,0
8,143190.59375,Dash,0
8,144812.78125,Dash,0
8,146533.375,Dash,0
8,148356.515625,Dash,0
8,149708.6875,Dash,0
8,150561.125,Run,0
8,150831.34375,Run,0
8,151091.859375,Run,0
8,151939.125,Run,0
8,150883.703125,Run,0
8,151545.328125,Run,0
8,152285.125,Run,0
8,153752.5625,Run,0
8,155317.1875,Run,0
8,156983.21875,Run,0
8,158747.75,Run,0
8,160612.6875,Run,0
8,162578.265625,Run,0
8,163935.34375,Run,0
8,164653.65625,Run,0
1,165711.65625,Dash,0
0,166890.03125,Run,1
0,168082.875,Run,1
0,169290.484375,Run,1
0,170510.0625,Run,1
0,171746.4375,Run,1
0,172996.46875,Run,1
0,174259.65625,Run,1
8,175058.21875,Run,1
8,174996.03125,Dash,1
8,174989.71875,Melee,0
8,176509.796875,Melee,0
8,178057.34375,Burst,0
8,179632.375,Burst,0
8,181234.859375,Burst,0
8,182864.8125,Burst,0
8,186491.21875,Burst,-1
8,190248.609375,Run,-1
8,194137.0,Burst,-1
8,197945.4375,Jump,-1
8,201409.140625,Dash,-1
8,204924.59375,Dash,-1
8,208491.8125,Dash,-1
8,209631.5625,Dash,-1
8,210771.609375,Run,-1
8,209800.9375,Run,-1
8,208830.28125,Run,0
8,207859.59375,Run,0
8,206888.9375,Melee,-1
8,206232.59375,Melee,-1
8,205562.28125,Melee,-1
8,204876.640625,Melee,-1
8,204176.25,Melee,-1
8,203461.09375,Melee,-1
8,202731.078125,Melee,-1
8,203137.734375,Melee,-1
8,204703.640625,Run,-1
8,205735.28125,Run,-1
8,205774.71875,Burst,-1
8,205875.34375,Dash,-1
1,205875.34375,Burst,-1
1,205875.34375,Dash,-1
1,207015.65625,Dash,-1
1,208155.953125,Dash,-1
1,209296.25,Burst,-1
1,210436.5625,Run,-1
0,210285.265625,Run,0
0,210213.71875,Run,0
0,210219.28125,Run,0
0,210301.984375,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,210456.96875,Run,0
0,209564.875,Run,0
0,208753.84375,Run,0
0,208022.890625,Run,0
0,207370.671875,Melee,0
0,206795.5,Melee,0
0,207271.0,Melee,0
0,207825.75,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Burst,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Melee,0
0,208298.78125,Burst,0
0,208298.78125,Melee,1
