playerAggression,distance,nemInput,curReward
-3,165256.625,Run,-7
1,165256.625,Run,-7
-2,165256.625,Run,-7
-2,164205.25,Run,-7
-2,163153.875,Run,-7
-2,162102.5,Run,-7
-2,161051.125,Run,-7
-2,159999.75,Dash,-7
-2,158948.375,Run,-7
-2,157894.296875,Run,-7
-2,156842.921875,Run,-7
-2,155791.546875,Run,-7
-2,154740.15625,Run,-7
-2,153688.78125,Run,-7
-2,152637.40625,Run,-7
-2,151586.03125,Run,-7
-1,150534.65625,Run,-7
-1,147580.890625,Run,-7
-1,144706.796875,Jump,-7
-1,141911.9375,Jump,-7
-1,139196.34375,Run,-7
-1,136559.984375,Jump,-7
-1,134002.875,Run,-7
-1,131525.03125,Run,-7
-1,129126.421875,Run,-7
-1,126807.0703125,Jump,-7
-1,124566.9609375,Run,-7
-1,122406.1015625,Run,-7
-1,120324.5,Run,-7
-1,118322.125,Jump,-7
-1,116399.015625,Jump,-7
-1,114555.15625,Jump,-7
-1,112790.546875,Run,-7
-1,111675.7734375,Run,-7
-1,110640.25,Dash,-7
-1,110155.421875,Run,-7
-1,110578.078125,Run,-7
-1,111000.75,Run,-7
-1,111423.40625,Run,-7
2,111846.0625,Dash,-7
2,110608.125,Run,-7
2,109449.421875,Jump,-7
2,108369.96875,Run,-7
2,107369.7734375,Run,-7
2,106448.8203125,Jump,-7
2,105607.125,Run,-7
2,104844.6640625,Jump,-7
2,104161.4609375,Run,-7
-1,103557.5,Jump,-7
-1,101317.390625,Dash,-7
-1,100155.078125,Jump,-7
-1,99072.0,Jump,-7
-1,98068.171875,Run,-7
-1,97143.59375,Run,-7
-1,96846.890625,Dash,-7
-1,97269.546875,Run,-7
-1,97692.203125,Run,-7
-1,98114.859375,Run,-7
-1,98537.53125,Run,-7
-1,98960.1875,Run,-7
2,99382.84375,Run,-7
2,98144.8984375,Run,-7
2,96986.203125,Jump,-7
2,95906.75,Run,-7
2,94906.546875,Run,-7
2,93985.59375,Run,-7
2,93143.890625,Run,-7
2,92381.4453125,Dash,-7
2,91698.234375,Jump,-7
2,91094.28125,Jump,-7
-1,90569.578125,Run,-7
-1,89407.25,Run,-7
-1,88324.171875,Jump,-7
-1,87320.3515625,Run,-7
-1,86395.7734375,Run,-7
-1,85550.4375,Jump,-7
-1,84784.359375,Run,-7
-1,84875.0078125,Run,-7
-1,85297.671875,Run,-7
-1,85720.328125,Dash,-7
2,86142.984375,Run,-7
2,84905.0390625,Run,-7
2,83746.34375,Run,-7
2,82666.890625,Jump,-7
2,81666.6953125,Run,-7
2,80745.7421875,Jump,-7
2,79904.0390625,Run,-7
2,79141.5859375,Jump,-7
2,78458.375,Jump,-7
1,77854.421875,Dash,-7
-1,78399.578125,Dash,-7
-1,77308.578125,Run,-7
-1,76296.828125,Run,-7
-1,75364.328125,Run,-7
-1,74511.078125,Dash,-7
-1,73737.078125,Run,-7
-1,73042.3203125,Run,-7
-1,73132.96875,Run,-7
-1,73555.625,Jump,-7
-1,73978.28125,Run,-7
2,74400.9453125,Jump,-7
2,73163.0,Jump,-7
2,72004.3046875,Run,-7
2,70924.8515625,Run,-7
2,69924.65625,Run,-7
2,69003.703125,Run,-7
2,68162.0,Jump,-7
2,67399.546875,Run,-7
2,66716.3359375,Jump,-7
2,66112.3828125,Jump,-7
-1,65587.6796875,Jump,-7
-1,63426.8203125,Run,-7
-1,61345.2109375,Run,-7
-1,60198.73828125,Run,-7
-1,59131.51171875,Run,-7
-1,58143.53515625,Jump,-7
-1,57234.8125,Run,-7
-1,57325.453125,Run,-7
-1,57748.11328125,Run,-7
-1,58170.7734375,Dash,-7
-1,58593.4375,Run,-7
-1,59016.09765625,Jump,-7
-1,59438.7578125,Run,-7
-1,59861.421875,Run,-7
-1,60284.078125,Dash,-7
-1,60706.7421875,Dash,-7
-1,61129.40625,Burst,-7
-1,61552.0625,Run,-7
-1,61974.7265625,Run,-7
-1,62397.390625,Jump,-7
-1,62820.046875,Run,-7
-1,63242.7109375,Burst,-7
-1,63665.37109375,Run,-7
-1,64088.03515625,Run,-7
-1,64510.6953125,Run,-7
-1,64933.35546875,Dash,-7
-1,65356.01953125,Burst,-7
-1,65778.6796875,Run,-7
-1,66201.34375,Dash,-7
-1,66624.0,Burst,-7
-1,67046.6640625,Dash,-7
-1,67469.328125,Dash,-7
-1,67891.984375,Dash,-7
-1,68314.6484375,Jump,-7
-1,68737.3125,Dash,-7
-1,69159.96875,Jump,-7
-1,69582.6328125,Dash,-7
-1,70005.296875,Jump,-7
-1,70427.953125,Run,-7
-1,70850.6171875,Dash,-7
-1,71273.2734375,Dash,-7
-1,71695.9375,Dash,-7
-1,72118.59375,Run,-7
-1,72541.25,Jump,-7
-1,72963.90625,Run,-7
-1,73386.5703125,Run,-7
-1,73809.234375,Run,-7
-1,74231.890625,Dash,-7
-1,74654.546875,Run,-7
-1,75077.203125,Jump,-7
-1,75499.859375,Dash,-7
-1,75922.5234375,Run,-7
-1,76345.1875,Run,-7
-1,76767.84375,Run,-7
-1,77190.5,Run,-7
-1,77613.15625,Run,-7
-1,78035.8203125,Run,-7
-1,78458.4765625,Run,-7
-1,78881.140625,Run,-7
-1,79303.796875,Dash,-7
-1,79726.453125,Run,-7
-1,80149.109375,Run,-7
-1,80571.7734375,Run,-7
-1,80994.4375,Run,-7
-1,81417.09375,Run,-7
2,81839.75,Run,-7
2,80601.8046875,Run,-7
2,79443.109375,Run,-7
2,78363.65625,Run,-7
2,77363.453125,Run,-7
2,76442.5,Jump,-7
2,75600.8046875,Jump,-7
2,74838.3515625,Jump,-7
2,74155.140625,Run,-7
-1,73551.1875,Dash,-7
1,73432.3125,Run,-7
1,74444.0625,Run,-7
1,75535.0625,Run,-7
1,76705.3125,Run,-7
1,77954.8125,Jump,-7
1,79283.546875,Run,-7
1,80691.546875,Run,-7
1,82178.796875,Run,-7
1,83745.28125,Run,-7
1,85391.03125,Jump,-7
1,87116.015625,Jump,-7
1,88920.2578125,Run,-7
1,90803.75,Run,-7
1,92766.484375,Run,-7
1,94808.46875,Run,-7
1,96929.7109375,Jump,-7
1,99130.1953125,Jump,-7
1,101409.9296875,Jump,-7
1,103768.9140625,Dash,-7
1,106207.140625,Dash,-7
1,108724.625,Run,-7
1,111321.359375,Dash,-7
1,113997.328125,Run,-7
1,116752.5625,Run,-7
1,119587.03125,Run,-7
1,122500.7578125,Jump,-7
1,125493.734375,Jump,-7
1,128565.953125,Jump,-7
1,131717.421875,Dash,-7
1,134948.15625,Dash,-7
1,138258.125,Run,-7
1,141647.34375,Jump,-7
1,145115.796875,Dash,-7
1,148663.5,Run,-7
1,152290.46875,Jump,-7
1,155996.6875,Run,-7
1,159782.15625,Run,-7
1,163646.875,Jump,-7
1,167590.8125,Run,-7
1,171614.03125,Jump,-7
3,175716.484375,Jump,-7
3,178483.25,Dash,-7
3,181250.03125,Dash,-7
3,184016.8125,Jump,-7
3,186783.59375,Dash,-7
3,189550.375,Dash,-7
3,192317.15625,Run,-7
3,195083.9375,Run,-6
3,197850.703125,Jump,-6
3,200617.484375,Melee,-6
3,203384.265625,Melee,-6
3,206151.03125,Melee,-6
3,208917.8125,Melee,-6
-1,211684.59375,Melee,-6
-1,212815.21875,Blast,-6
-1,214025.09375,Melee,-6
-1,215314.203125,Melee,-6
-1,216682.578125,Melee,-6
-1,218130.1875,Melee,-6
-1,219657.0625,Melee,-6
-1,221263.15625,Melee,-6
-1,222948.53125,Melee,-6
-2,224166.671875,Melee,-6
-2,225218.046875,Melee,-6
-2,226269.40625,Melee,-6
-2,227320.78125,Run,-6
-2,228372.15625,Blast,-6
-2,229423.53125,Run,-6
-2,230474.90625,Run,-6
-2,231526.28125,Run,-6
-2,232577.640625,Run,-6
-2,233629.015625,Run,-6
-2,234680.390625,Run,-6
-2,235731.765625,Run,-6
-2,236783.125,Run,-6
-2,237834.5,Run,-6
-1,216218.34375,Run,-6
-1,216218.34375,Run,-6
1,216218.34375,Run,-6
-2,216218.34375,Run,-6
-1,213751.5,Dash,-6
-1,209370.546875,Run,-6
-1,204146.53125,Blast,-6
-1,199054.53125,Run,-6
-1,194094.5625,Run,-6
-1,189266.625,Jump,-6
-1,184551.875,Jump,-6
-1,179988.296875,Jump,-6
-1,175554.359375,Run,-6
-1,171254.828125,Run,-6
-1,167087.296875,Run,-6
-1,163051.78125,Run,-6
-1,159148.28125,Run,-6
-1,155376.78125,Jump,-6
-1,152992.625,Run,-6
-1,150687.703125,Run,-6
-1,148462.0,Jump,-6
-1,145872.046875,Run,-6
-1,143814.75,Run,-6
-1,141836.71875,Jump,-6
-1,139880.859375,Jump,-6
-1,138427.765625,Run,-6
-1,137053.90625,Run,-6
-1,135759.265625,Run,-6
-1,134170.15625,Run,-6
-1,132680.234375,Jump,-6
-1,131289.515625,Run,-6
1,130341.640625,Run,-6
1,130935.875,Jump,-6
1,132718.609375,Jump,-6
1,134924.234375,Run,-6
1,137209.09375,Jump,-6
1,139573.203125,Run,-6
1,142016.53125,Run,-6
1,144539.078125,Run,-6
1,146727.703125,Run,-6
1,148975.78125,Run,-6
1,151283.28125,Run,-6
1,153650.234375,Run,-6
1,156075.953125,Run,-6
1,158560.40625,Run,-6
1,161103.515625,Run,-6
1,163705.265625,Run,-6
1,166365.640625,Run,-6
1,168879.15625,Run,-6
1,169715.765625,Jump,-6
1,168630.09375,Jump,-6
1,167604.0,Run,-6
1,166637.546875,Dash,-6
1,167228.5625,Run,-6
-2,167038.953125,Burst,-6
-2,165546.125,Run,-6
-2,164053.3125,Dash,-6
-2,162560.484375,Run,-6
-2,161067.65625,Run,-6
-2,159574.84375,Run,-6
-2,158082.015625,Run,-6
-2,156589.1875,Run,-6
-2,157311.78125,Run,-6
-2,158383.015625,Run,-6
-2,159454.25,Run,-6
-2,160525.5,Run,-6
-2,161597.375,Run,-7
-2,162549.5,Run,-7
-2,163831.3125,Run,-7
-2,164037.0625,Run,-7
-2,164242.8125,Run,-7
-2,164448.53125,Run,-7
-2,164654.28125,Run,-7
-1,164860.03125,Run,-7
-1,164782.609375,Run,-7
-1,164082.0625,Run,-7
-2,163496.75,Run,-7
-2,163528.609375,Run,-7
-2,163577.8125,Run,-7
-2,163634.0625,Run,-7
-2,163826.5625,Run,-7
-2,163600.40625,Run,-7
-2,163453.0,Run,-7
-2,163384.1875,Blast,-7
-2,163393.84375,Dash,-7
-2,164579.6875,Run,-8
-2,165844.78125,Run,-8
-2,167189.71875,Dash,-8
-2,168613.25,Dash,-8
-2,170116.03125,Dash,-8
0,170080.34375,Run,-7
0,170123.890625,Run,-7
0,170129.21875,Run,-7
0,169552.6875,Run,-7
0,168976.15625,Run,-7
0,168396.9375,Run,-7
0,167820.421875,Run,-7
1,167705.125,Run,-7
1,168746.296875,Jump,-7
1,169787.46875,Jump,-7
-2,170828.640625,Dash,-7
-2,170828.640625,Run,-7
-2,170828.640625,Run,-7
-2,170828.640625,Run,-7
-2,170828.640625,Run,-7
-2,170150.921875,Run,-7
-2,169473.203125,Dash,-7
-2,168795.484375,Run,-8
-2,166994.25,Run,-8
-2,166171.78125,Burst,-8
-2,165293.828125,Run,-8
-2,164363.109375,Dash,-8
-2,163379.859375,Jump,-8
-2,162343.546875,Run,-7
-2,161254.484375,Melee,-7
-2,160112.640625,Melee,-7
-2,158918.03125,Melee,-7
-2,157670.8125,Melee,-7
-2,156370.625,Melee,-7
-2,155017.65625,Melee,-7
1,155017.65625,Melee,-7
-2,155017.65625,Melee,-7
-2,155712.078125,Melee,-7
-2,156406.5,Melee,-7
-2,157100.921875,Melee,-7
-2,157795.34375,Melee,-7
-2,158489.765625,Melee,-7
-2,159184.1875,Run,-7
-2,159878.59375,Run,-7
-2,160573.015625,Run,-7
8,161267.4375,Run,-7
8,161961.859375,Run,-7
8,161961.859375,Run,-7
8,161961.859375,Run,-7
8,161961.859375,Run,-7
8,161961.859375,Run,-7
8,161267.4375,Burst,-7
8,160573.015625,Run,-7
8,159877.28125,Burst,-7
8,159184.375,Run,-7
0,159432.265625,Jump,-6
0,159679.84375,Jump,-6
0,159927.421875,Jump,-6
0,160175.015625,Jump,-6
0,160422.59375,Jump,-6
0,160670.1875,Jump,-6
0,160917.78125,Jump,-6
1,160756.015625,Jump,-6
1,159876.75,Jump,-6
1,159076.703125,Run,-6
1,158355.875,Run,-6
8,157714.296875,Run,-6
8,157151.953125,Jump,-6
8,156668.828125,Burst,-5
8,156264.953125,Run,-5
8,155940.3125,Burst,-5
8,155694.890625,Run,-6
8,154746.0625,Dash,-6
8,153678.921875,Run,-6
8,152231.078125,Run,-6
8,150797.9375,Melee,-6
8,149379.484375,Melee,-6
8,147975.34375,Melee,-6
8,147229.28125,Melee,-6
8,146923.34375,Melee,-6
8,146165.125,Melee,-6
8,145486.15625,Melee,-6
8,144886.40625,Melee,-6
8,144365.90625,Melee,-6
8,143924.3125,Melee,-6
8,143562.25,Burst,-6
8,143279.4375,Burst,-6
8,143075.859375,Melee,-6
8,142737.375,Melee,-6
8,142095.71875,Jump,-6
8,141454.171875,Burst,-6
8,140812.65625,Burst,-6
8,140171.125,Jump,-6
8,139529.59375,Run,-6
8,138888.015625,Run,-6
8,138246.484375,Run,-6
8,137604.953125,Melee,-6
8,136963.4375,Melee,-6
1,136963.4375,Melee,-6
-2,136963.4375,Melee,-6
-2,136321.90625,Melee,-6
-2,135680.375,Burst,-6
-2,135038.859375,Melee,-6
-2,134397.328125,Melee,-6
-2,133755.8125,Melee,-6
-2,133114.28125,Melee,-6
-2,132472.75,Melee,-6
5,131831.234375,Run,-6
5,131831.234375,Run,-6
5,131831.234375,Run,-6
5,131831.234375,Run,-6
5,131831.234375,Run,-6
5,129909.3828125,Run,-6
5,129241.640625,Run,-6
5,128654.96875,Run,-7
5,128643.265625,Run,-7
5,128631.5546875,Run,-7
5,128619.84375,Run,-7
1,128608.140625,Run,-7
1,128596.4296875,Dash,-7
1,129250.15625,Jump,-7
5,129918.453125,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
5,130024.015625,Burst,-7
1,130024.015625,Burst,-7
-2,130024.015625,Run,-7
-2,129344.0,Run,-7
-1,128663.984375,Run,-7
-1,128663.984375,Blast,-7
